SH#600637;SH#600109;SH#600893	837
SH#600637;SH#600893;SH#600887	935
SH#600104;SH#600111;SH#600518	841
SH#600637;SH#600109;SH#600887	942
SH#600109;SH#600637;SH#600893	842
SH#600837;SH#600111;SH#600518	792
SH#600109;SH#600485	862
SH#600109;SH#600637;SH#600887	937
SH#600111;SH#600837;SH#600109	872
SH#600518;SH#600104;SH#600109	805
SH#600111;SH#600837;SH#600100	841
SH#600111;SH#600837;SH#600104	837
SH#600518;SH#600016;SH#600036	823
SH#600887;SH#600519;SH#600000	797
SH#600518;SH#600016;SH#600028	834
SH#600887;SH#600519;SH#600016	796
SH#600518;SH#600104;SH#600111	830
SH#600100;SH#600518;SH#600111	831
SH#600109;SH#600100;SH#600016	792
SH#600028;SH#600100;SH#600518	816
SH#600111;SH#600104;SH#600887;SH#600887	804
SH#600109;SH#600100;SH#600000	832
SH#600100;SH#600837;SH#600887	845
SH#600519;SH#600485	824
SH#600837;SH#600016;SH#600518	801
SH#600111;SH#600837	1142
SH#600111;SH#600100;SH#600518	874
SH#600109;SH#600111;SH#600100	1028
SH#600109;SH#600111;SH#600104	1015
SH#600104;SH#600893;SH#600111	853
SH#600050;SH#600837	969
SH#600104;SH#600893;SH#600109	838
SH#600104;SH#600893;SH#600100	838
SH#600104;SH#600518;SH#600887	839
SH#600111;SH#600028;SH#600016	822
SH#600518;SH#600016;SH#600000	849
SH#600518;SH#600887;SH#600519	838
SH#600104;SH#600109;SH#600016	799
SH#600050;SH#600887	940
SH#600104;SH#600109;SH#600000	820
SH#600050;SH#600893	797
SH#600887;SH#600109;SH#600000	866
SH#600518;SH#600111;SH#600016	867
SH#600000;SH#600111;SH#600100	875
SH#600000;SH#600111;SH#600109	879
SH#600111;SH#600893	1164
SH#600000;SH#600111;SH#600104	869
SH#600887;SH#600109;SH#600016	807
SH#600518;SH#600111;SH#600000	831
SH#600111;SH#600887	1399
SH#600518;SH#600111;SH#600028	834
SH#600000;SH#600887;SH#600637	795
SH#600000;SH#600016;SH#600111	853
SH#600030;SH#600887	965
SH#600000;SH#600016;SH#600100	807
SH#600000;SH#600016;SH#600104	810
SH#600000;SH#600016;SH#600109	802
SH#600893;SH#600518	966
SH#600893;SH#600519	831
SH#600837;SH#600111;SH#600637	796
SH#600111;SH#600109;SH#600104	983
SH#600111;SH#600109;SH#600100	995
SH#600887;SH#600519;SH#600111	813
SH#600028;SH#600111;SH#600518	836
SH#600104;SH#600100;SH#600518	816
SH#600893;SH#600104;SH#600111	843
SH#600887;SH#600887;SH#600109;SH#600111	803
SH#600893;SH#600104;SH#600109	842
SH#600893;SH#600104;SH#600100	802
SH#600104;SH#600887	1382
SH#600109;SH#600887;SH#600637	912
SH#600104;SH#600893	1075
SH#600109;SH#600100;SH#600111	1046
SH#600109;SH#600100;SH#600104	955
SH#600111;SH#600893;SH#600100	887
SH#600111;SH#600893;SH#600104	833
SH#600887;SH#600100;SH#600111;SH#600111	814
SH#600111;SH#600893;SH#600109	902
SH#600109;SH#600111;SH#600016	834
SH#600837;SH#600485	844
SH#600109;SH#600111;SH#600028	805
SH#600637;SH#600887;SH#600109	924
SH#600637;SH#600887;SH#600104	908
SH#600637;SH#600887;SH#600100	915
SH#600100;SH#600837	1147
SH#600111;SH#600100;SH#600637	972
SH#600518;SH#600016;SH#600111	857
SH#600518;SH#600016;SH#600109	844
SH#600518;SH#600016;SH#600104	835
SH#600518;SH#600016;SH#600100	824
SH#600485;SH#600518	918
SH#600485;SH#600519	849
SH#600887;SH#600111;SH#600518	868
SH#600485;SH#600547	811
SH#600109;SH#600111;SH#600000	879
SH#600837;SH#600518;SH#600887	792
SH#600100;SH#600887	1348
SH#600100;SH#600893	1194
SH#600519;SH#600111;SH#600518	794
SH#600016;SH#600104;SH#600887	822
SH#600030;SH#600837	1007
SH#600518;SH#600111;SH#600109	864
SH#600111;SH#600887;SH#600104;SH#600104	793
SH#600518;SH#600111;SH#600100	845
SH#600518;SH#600111;SH#600104	847
SH#600111;SH#600016;SH#600887	807
SH#600887;SH#600016;SH#600518	856
SH#600111;SH#600104;SH#600637	902
SH#600028;SH#600016;SH#600518	836
SH#600637;SH#600887;SH#600111	927
SH#600887;SH#600109;SH#600100	1009
SH#600887;SH#600109;SH#600104	977
SH#600887;SH#600109;SH#600111	1051
SH#600100;SH#600637;SH#600518	798
SH#600887;SH#600637;SH#600893	929
SH#600016;SH#600100;SH#600887	817
SH#600893;SH#600637	1180
SH#600893;SH#600837;SH#600887	822
SH#600893;SH#600637;SH#600887	898
SH#600036;SH#600893	819
SH#600887;SH#600893;SH#600111	926
SH#600036;SH#600887	958
SH#600016;SH#600111;SH#600518	891
SH#600887;SH#600893;SH#600100	911
SH#600016;SH#600109;SH#600104	801
SH#600028;SH#600518	1087
SH#600016;SH#600109;SH#600100	808
SH#600887;SH#600028;SH#600016	807
SH#600887;SH#600893;SH#600104	865
SH#600028;SH#600519	973
SH#600104;SH#600000;SH#600887	889
SH#600887;SH#600893;SH#600109	919
SH#600016;SH#600109;SH#600111	826
SH#600036;SH#600837	987
SH#600028;SH#600547	829
SH#600109;SH#600887;SH#600518	836
SH#600100;SH#600111;SH#600028	810
SH#600837;SH#600100;SH#600109	862
SH#600837;SH#600100;SH#600104	810
SH#600028;SH#600485	856
SH#600028;SH#600518;SH#600887	809
SH#600100;SH#600111;SH#600016	836
SH#600837;SH#600111	1149
SH#600837;SH#600109	1201
SH#600837;SH#600100	1150
SH#600104;SH#600100;SH#600111	988
SH#600837;SH#600104	1097
SH#600104;SH#600100;SH#600109	948
SH#600837;SH#600100;SH#600111	870
SH#600000;SH#600104;SH#600518	828
SH#600887;SH#600100;SH#600104	969
SH#600109;SH#600104;SH#600100	916
SH#600887;SH#600100;SH#600109	1021
SH#600887;SH#600100;SH#600111	1070
SH#600109;SH#600104;SH#600111	986
SH#600104;SH#600837	1068
SH#600519;SH#600637	894
SH#600109;SH#600016;SH#600518	857
SH#600109;SH#600109;SH#600111;SH#600887	802
SH#600100;SH#600518	1151
SH#600100;SH#600519	968
SH#600893;SH#600100;SH#600104	829
SH#600893;SH#600100;SH#600109	902
SH#600100;SH#600547	832
SH#600000;SH#600016;SH#600518	858
SH#600887;SH#600637;SH#600837	865
SH#600111;SH#600104;SH#600518	837
SH#600100;SH#600887;SH#600111	991
SH#600637;SH#600887;SH#600000	798
SH#600100;SH#600887;SH#600109	977
SH#600109;SH#600637	1237
SH#600100;SH#600887;SH#600104	977
SH#600100;SH#600111;SH#600000	862
SH#600893;SH#600100;SH#600111	893
SH#600109;SH#600547	819
SH#600104;SH#600111;SH#600637	918
SH#600887;SH#600109;SH#600111;SH#600111	808
SH#600837;SH#600109;SH#600111	876
SH#600028;SH#600637	910
SH#600837;SH#600637;SH#600887	868
SH#600637;SH#600837;SH#600887	866
SH#600837;SH#600109;SH#600104	841
SH#600837;SH#600109;SH#600100	868
SH#600100;SH#600000;SH#600109	798
SH#600887;SH#600104;SH#600109	1005
SH#600100;SH#600000;SH#600104	815
SH#600887;SH#600104;SH#600100	985
SH#600100;SH#600000;SH#600111	832
SH#600887;SH#600104;SH#600111	1062
SH#600109;SH#600518;SH#600887	868
SH#600887;SH#600000;SH#600637	795
SH#600519;SH#600547	802
SH#600109;SH#600104;SH#600000	846
SH#600519;SH#600518	1062
SH#600100;SH#600637	1281
SH#600000;SH#600111;SH#600028	792
SH#600000;SH#600111;SH#600016	828
SH#600887;SH#600100;SH#600000	862
SH#600887;SH#600100;SH#600016	815
SH#600100;SH#600887;SH#600000	840
SH#600104;SH#600109;SH#600111	1004
SH#600893;SH#600887;SH#600637	884
SH#600104;SH#600109;SH#600100	952
SH#600016;SH#600028;SH#600100	795
SH#600109;SH#600518	1170
SH#600109;SH#600519	994
SH#600016;SH#600028;SH#600109	792
SH#600016;SH#600028;SH#600111	814
SH#600109;SH#600000;SH#600518	804
SH#600111;SH#600887;SH#600837	858
SH#600518;SH#600887;SH#600111	851
SH#600016;SH#600547	836
SH#600050;SH#600485	883
SH#600637;SH#600111;SH#600000	802
SH#600016;SH#600036;SH#600518	827
SH#600887;SH#600016;SH#600028	796
SH#600893;SH#600887	1293
SH#600109;SH#600000	1137
SH#600887;SH#600887;SH#600100;SH#600109	792
SH#600000;SH#600104	1155
SH#600111;SH#600485	872
SH#600000;SH#600109	1109
SH#600887;SH#600887;SH#600100;SH#600111	817
SH#600887;SH#600016;SH#600000	833
SH#600000;SH#600100	1115
SH#600000;SH#600111	1185
SH#600016;SH#600519	1004
SH#600016;SH#600518	1170
SH#600111;SH#600887;SH#600893	886
SH#600109;SH#600016	1094
SH#600036;SH#600637	871
SH#600109;SH#600030	975
SH#600518;SH#600050	1034
SH#600893;SH#600837	1062
SH#600111;SH#600100;SH#600104	974
SH#600109;SH#600028	1056
SH#600109;SH#600029	901
SH#600111;SH#600100;SH#600109	1027
SH#600518;SH#600036	1032
SH#600109;SH#600036	994
SH#600109;SH#600893;SH#600111	901
SH#600109;SH#600050	985
SH#600109;SH#600893;SH#600104	846
SH#600518;SH#600030	961
SH#600519;SH#600036	937
SH#600518;SH#600028	1106
SH#600518;SH#600029	942
SH#600109;SH#600893;SH#600100	885
SH#600547;SH#600100	819
SH#600519;SH#600050	939
SH#600518;SH#600016	1151
SH#600104;SH#600016;SH#600111	818
SH#600837;SH#600887;SH#600637	873
SH#600518;SH#600000	1080
SH#600519;SH#600016	1001
SH#600837;SH#600111;SH#600100	858
SH#600837;SH#600111;SH#600104	856
SH#600837;SH#600111;SH#600109	843
SH#600547;SH#600104	815
SH#600547;SH#600109	826
SH#600519;SH#600030	909
SH#600519;SH#600028	984
SH#600547;SH#600111	892
SH#600519;SH#600029	856
SH#600100;SH#600893;SH#600637	833
SH#600519;SH#600000	1009
SH#600887;SH#600100	1351
SH#600104;SH#600111;SH#600016	826
SH#600518;SH#600109;SH#600887	829
SH#600028;SH#600100;SH#600111	791
SH#600485;SH#600887	866
SH#600104;SH#600111;SH#600028	797
SH#600100;SH#600111;SH#600887;SH#600887	813
SH#600887;SH#600104;SH#600893	860
SH#600887;SH#600111	1402
SH#600887;SH#600104	1382
SH#600887;SH#600109	1336
SH#600111;SH#600637;SH#600109	947
SH#600111;SH#600637;SH#600104	915
SH#600016;SH#600000;SH#600028	792
SH#600111;SH#600637;SH#600100	956
SH#600485;SH#600837	848
SH#600109;SH#600028;SH#600016	798
SH#600104;SH#600111;SH#600000	846
SH#600887;SH#600111;SH#600016	842
SH#600000;SH#600050	948
SH#600887;SH#600104;SH#600837	820
SH#600887;SH#600111;SH#600028	807
SH#600518;SH#600519;SH#600887	837
SH#600518;SH#600887;SH#600104	842
SH#600887;SH#600111;SH#600000	902
SH#600518;SH#600887;SH#600109	819
SH#600518;SH#600887;SH#600100	823
SH#600547;SH#600036	819
SH#600100;SH#600637;SH#600109	960
SH#600100;SH#600637;SH#600104	901
SH#600893;SH#600887;SH#600837	796
SH#600016;SH#601988	815
SH#600109;SH#600837;SH#600104	846
SH#600547;SH#600028	826
SH#600109;SH#600837;SH#600100	864
SH#600547;SH#600029	830
SH#600547;SH#600030	819
SH#600547;SH#600050	823
SH#600637;SH#600111;SH#600109	964
SH#600637;SH#600111;SH#600104	928
SH#600637;SH#600111;SH#600100	939
SH#600036;SH#600547	822
SH#600887;SH#600016;SH#600111	836
SH#600028;SH#600837	990
SH#600016;SH#600518;SH#600887	868
SH#600518;SH#600000;SH#600887	843
SH#600016;SH#600637	977
SH#600887;SH#600016;SH#600104	802
SH#600100;SH#600637;SH#600111	954
SH#600036;SH#600518	1032
SH#600036;SH#600519	935
SH#600887;SH#600016;SH#600100	803
SH#600837;SH#600887	1286
SH#600887;SH#600050	973
SH#600028;SH#600893	840
SH#600028;SH#600887	1019
SH#600887;SH#600030	946
SH#600887;SH#600036	967
SH#600887;SH#600029	895
SH#600887;SH#600028	1035
SH#600887;SH#600028;SH#600111	799
SH#600518;SH#600111	1179
SH#600547;SH#600016	832
SH#600109;SH#600837;SH#600111	868
SH#600518;SH#600100	1139
SH#600518;SH#600104	1107
SH#600518;SH#600109	1153
SH#600111;SH#600887;SH#600887;SH#600104	802
SH#600637;SH#600837;SH#600109	797
SH#600887;SH#600111;SH#600109	1040
SH#600887;SH#600111;SH#600104	1031
SH#600887;SH#600111;SH#600100	1045
SH#600104;SH#600100;SH#600000	799
SH#600028;SH#600109;SH#600518	822
SH#600887;SH#600016	1083
SH#600104;SH#600887;SH#600837	819
SH#600000;SH#600518;SH#600887	838
SH#600887;SH#600000	1203
SH#600111;SH#600893;SH#600637	811
SH#600837;SH#600893	1062
SH#600029;SH#600637	797
SH#600050;SH#600519	933
SH#600050;SH#600518	1032
SH#601398;SH#601988	819
SH#600016;SH#600000;SH#600111	838
SH#600016;SH#600000;SH#600109	798
SH#600100;SH#600111;SH#600109	1023
SH#600100;SH#600111;SH#600104	1003
SH#600016;SH#600000;SH#600100	823
SH#600016;SH#600000;SH#600104	820
SH#600050;SH#600547	829
SH#600111;SH#600028;SH#600518	834
SH#600109;SH#600104;SH#600637	854
SH#600109;SH#600016;SH#600000	809
SH#600036;SH#600485	847
SH#600104;SH#600887;SH#600893	861
